runs|run|machine|data_block|wal_block|wal_segment|scale|mode|tps|base_tps|tps_coeff|wal_diff|checkpoints_all|checkpoints_timed|checkpoints_req|buffers_all|buffers_checkpoint|buffers_clean|buffers_backend|buffers_alloc|cpu_total_time|dev_tps|dev_kbps|io_bps|io_tps
3|20220406-fpw|xeon|16|32|16|100|ro|524414|552309|1.0531927065257602|5219|1|1|0|56925|185|0|56740|4924|86|6|361|1035|8
3|20220406-fpw|xeon|16|32|512|100|ro|544338|540714|0.9933423718351465|4530|1|1|0|53689|174|0|53515|4644|80|5|308|785|8
3|20220406-fpw|xeon|16|64|1|100|ro|531609|535613|1.007531851417113|17395548|1|1|0|54456|176|0|54280|4704|82|7|402|960|9
3|20220406-fpw|xeon|16|64|16|100|ro|531192|552309|1.0397539872588442|1617|1|1|0|56199|183|0|56016|4855|84|8|662|1536|10
3|20220406-fpw|xeon|16|64|512|100|ro|529355|540714|1.0214581896836716|23499|1|1|0|55210|179|0|55030|4768|84|5|305|772|8
3|20220406-fpw|xeon|32|1|1|100|ro|530924|535613|1.0088317725324152|169|1|1|0|27014|55|0|26958|2398|82|6|396|1003|8
3|20220406-fpw|xeon|32|1|16|100|ro|532187|552309|1.0378100179072394|277|1|1|0|27785|53|0|27732|2468|85|5|353|867|8
3|20220406-fpw|xeon|32|1|512|100|ro|524518|540714|1.0308778726373546|206|1|1|0|27598|51|0|27547|2450|85|5|313|935|8
3|20220406-fpw|xeon|32|2|1|100|ro|536554|535613|0.998246215665152|452|1|1|0|26727|51|0|26675|2374|81|5|254|663|7
3|20220406-fpw|xeon|32|2|16|100|ro|536410|552309|1.0296396413191402|338|1|1|0|27563|49|0|27514|2447|83|7|616|1414|10
3|20220406-fpw|xeon|32|2|512|100|ro|538573|540714|1.0039753199659098|648|1|1|0|26878|50|0|26828|2386|82|5|306|775|8
3|20220406-fpw|xeon|32|4|1|100|ro|523534|535613|1.023072044986572|365|1|1|0|27388|49|0|27339|2432|83|8|600|1510|10
3|20220406-fpw|xeon|32|4|16|100|ro|537201|552309|1.0281235515198222|1050|1|1|0|27525|50|0|27474|2444|83|7|612|1540|10
3|20220406-fpw|xeon|32|4|512|100|ro|519627|540714|1.0405810321634557|652|1|1|0|27858|51|0|27806|2473|85|5|316|901|7
3|20220406-fpw|xeon|32|8|1|100|ro|523375|535613|1.023382851683783|1970|1|1|0|27399|52|0|27347|2433|84|6|391|939|8
3|20220406-fpw|xeon|32|8|16|100|ro|514719|552309|1.073030138774749|1362|1|1|0|28728|55|0|28674|2552|88|5|335|847|9
3|20220406-fpw|xeon|32|8|512|100|ro|529477|540714|1.0212228293202537|855|1|1|0|27338|49|0|27289|2427|83|5|310|791|8
3|20220406-fpw|xeon|32|16|1|100|ro|546382|535613|0.9802903463144833|4031|1|1|0|26245|50|0|26195|2330|79|8|621|1498|11
3|20220406-fpw|xeon|32|16|16|100|ro|533967|552309|1.0343504373865802|3594|1|1|0|27687|48|0|27640|2460|84|8|669|1572|10
3|20220406-fpw|xeon|32|16|512|100|ro|546431|540714|0.98953756283959|3011|1|1|0|26489|46|0|26442|2352|80|5|301|922|7
3|20220406-fpw|xeon|32|32|1|100|ro|521383|535613|1.0272927962745237|8859|1|1|0|27504|51|0|27451|2443|84|5|260|714|8
3|20220406-fpw|xeon|32|32|16|100|ro|548271|552309|1.0073649709723842|2519|1|1|0|26967|48|0|26919|2396|82|7|604|1401|10
3|20220406-fpw|xeon|32|32|512|100|ro|527911|540714|1.0242521940251292|2177|1|1|0|27420|49|0|27370|2435|83|5|283|728|7
3|20220406-fpw|xeon|32|64|1|100|ro|528525|535613|1.0134109077148667|5672|1|1|0|27128|47|0|27080|2409|83|6|371|898|8
3|20220406-fpw|xeon|32|64|16|100|ro|543932|552309|1.0154008221615938|21678|1|1|0|27184|51|0|27134|2414|82|6|383|939|8
3|20220406-fpw|xeon|32|64|512|100|ro|522634|540714|1.0345939988596227|21660|1|1|0|27696|50|0|27646|2459|84|5|315|911|8
3|20220406-fpw|xeon|1|1|1|100|rw|84518|86080|1.0184812702619561|50971318285|2|2|0|23057335|9584426|439540|13033369|8241728|72|25049|151106|302267|25051
3|20220406-fpw|xeon|1|1|16|100|rw|84405|87569|1.0374859309282625|52140795018|2|2|0|23703498|9791249|462998|13449251|8462719|74|25640|154807|309671|25643
3|20220406-fpw|xeon|1|1|512|100|rw|84390|86886|1.0295769640952719|51716911730|2|2|0|23505254|9699724|475712|13329819|8393449|73|25367|152413|304883|25369
3|20220406-fpw|xeon|1|2|1|100|rw|84050|86080|1.0241522903033908|50682666955|2|2|0|23146576|9610319|452300|13083956|8260756|73|24983|150876|301821|24985
3|20220406-fpw|xeon|1|2|16|100|rw|84275|87569|1.0390863245327795|51796020990|2|2|0|23787028|9809998|499224|13477806|8513460|74|25589|154562|309236|25589
3|20220406-fpw|xeon|1|2|512|100|rw|84061|86886|1.0336065476261287|51155994008|2|2|0|23418704|9670861|456916|13290927|8350435|73|24751|149651|299357|24754
3|20220406-fpw|xeon|1|4|1|100|rw|83782|86080|1.02742832589339|50577695191|2|2|0|23212253|9657637|454951|13099664|8299614|74|24262|146941|293942|24265
3|20220406-fpw|xeon|1|4|16|100|rw|83729|87569|1.0458622460557274|51643826674|2|2|0|23880926|9901011|474052|13505862|8541792|75|24860|151071|302201|24862
3|20220406-fpw|xeon|1|4|512|100|rw|84868|86886|1.0237781024650046|50892280583|2|2|0|23555139|9651955|480717|13422466|8433986|73|24263|148306|296670|24265
3|20220406-fpw|xeon|1|8|1|100|rw|83197|86080|1.034652691803791|50402528581|2|2|0|23245137|9780402|467517|12997219|8355212|72|21564|219344|438757|21566
3|20220406-fpw|xeon|1|8|16|100|rw|83894|87569|1.043805278089017|51144629554|2|2|0|23580908|9838894|459744|13282270|8419114|73|22204|225525|451113|22207
3|20220406-fpw|xeon|1|8|512|100|rw|83705|86886|1.0380025088107043|50699727456|2|2|0|23403884|9752392|462959|13188533|8361818|73|22200|225485|451027|22202
3|20220406-fpw|xeon|1|16|1|100|rw|79992|86080|1.076107610761076|50647020222|2|2|0|23386494|9647595|408783|13330115|8347199|73|18748|339993|680224|18750
3|20220406-fpw|xeon|1|16|16|100|rw|80477|87569|1.088124557326938|51642560669|2|2|0|23887853|9797821|428587|13661445|8557371|75|19642|357101|714246|19644
3|20220406-fpw|xeon|1|16|512|100|rw|81392|86886|1.0675004914487911|50997644759|2|2|0|23623478|9841890|440111|13341477|8422982|73|18947|346607|693281|18949
3|20220406-fpw|xeon|1|32|1|100|rw|76573|86080|1.1241560341112402|51458227194|2|2|0|23443663|10019441|442721|12981501|8296582|72|15522|524386|1048834|15526
3|20220406-fpw|xeon|1|32|16|100|rw|78837|87569|1.1107601760594645|51558559462|2|2|0|23793046|9878230|433215|13481601|8476000|72|15977|541346|1082751|15979
3|20220406-fpw|xeon|1|32|512|100|rw|77025|86886|1.1280233690360273|51504714164|2|2|0|23882758|9933457|437769|13511532|8507533|72|15290|523245|1046551|15294
3|20220406-fpw|xeon|1|64|1|100|rw|69394|86080|1.2404530651064933|51755066567|2|2|0|23338869|10087957|415434|12835478|8364087|71|11707|753036|1506137|11711
3|20220406-fpw|xeon|1|64|16|100|rw|69862|87569|1.2534568148635883|52755588749|3|3|0|23718557|10313940|341788|13062829|8480900|71|11818|769322|1538710|11820
3|20220406-fpw|xeon|1|64|512|100|rw|69599|86886|1.2483800054598486|53039670731|2|2|0|24063789|10630711|428983|13004095|8421790|71|11825|770832|1541731|11827
3|20220406-fpw|xeon|2|1|1|100|rw|86059|86080|1.000244018638376|51819906591|2|2|0|11982917|4814808|538382|6629726|4121807|70|23545|144862|289781|23547
3|20220406-fpw|xeon|2|1|16|100|rw|88114|87569|0.9938148307873891|52897481408|2|2|0|12100426|4818777|522418|6759232|4182371|70|24508|149265|298587|24510
3|20220406-fpw|xeon|2|1|512|100|rw|86875|86886|1.000126618705036|52708979266|2|2|0|12090911|4834755|522692|6733463|4175514|70|23839|146395|292850|23842
3|20220406-fpw|xeon|2|2|1|100|rw|86874|86080|0.9908603264498008|51508501729|2|2|0|11987398|4788772|527722|6670903|4137361|69|23609|144739|289537|23611
3|20220406-fpw|xeon|2|2|16|100|rw|87945|87569|0.9957246006026493|52128295358|2|2|0|12132153|4825735|527149|6779269|4191981|71|24474|148610|297278|24476
3|20220406-fpw|xeon|2|2|512|100|rw|87081|86886|0.9977607055500052|52169538443|2|2|0|12124465|4831145|526107|6767211|4180909|71|23863|146164|292387|23865
3|20220406-fpw|xeon|2|4|1|100|rw|86909|86080|0.9904612870933965|51132848847|2|2|0|11966872|4770343|529236|6667293|4134438|70|23130|142391|284835|23132
3|20220406-fpw|xeon|2|4|16|100|rw|85931|87569|1.0190618054020086|52211906629|2|2|0|12250282|4908994|556113|6785174|4226024|73|24369|148414|296881|24371
3|20220406-fpw|xeon|2|4|512|100|rw|86285|86886|1.0069652894477603|51969535051|2|2|0|12185893|4972433|529825|6683635|4194786|71|23063|142943|285946|23066
3|20220406-fpw|xeon|2|8|1|100|rw|85635|86080|1.005196473404566|50921711677|2|2|0|12014385|4811374|543508|6659503|4140459|70|21822|221225|442507|21824
3|20220406-fpw|xeon|2|8|16|100|rw|86428|87569|1.0132017401767945|51977003109|2|2|0|12235162|4893266|554672|6787224|4219129|72|22135|225229|450518|22136
3|20220406-fpw|xeon|2|8|512|100|rw|86885|86886|1.0000115094665363|51383890423|2|2|0|12087175|4825708|552239|6709228|4170536|70|21327|219044|438143|21329
3|20220406-fpw|xeon|2|16|1|100|rw|83607|86080|1.0295788630138625|50274825807|2|2|0|11272706|4814622|416715|6041369|4108123|70|18477|336439|672936|18480
3|20220406-fpw|xeon|2|16|16|100|rw|84217|87569|1.0398019402258452|51090965896|2|2|0|11664200|4888177|459476|6316547|4216000|71|18773|342901|685862|18775
3|20220406-fpw|xeon|2|16|512|100|rw|83578|86886|1.0395797937256215|50934192267|2|2|0|11397425|4839310|405260|6152854|4170023|71|18510|339165|678388|18512
3|20220406-fpw|xeon|2|32|1|100|rw|79925|86080|1.0770096965905536|50459580979|2|2|0|11376934|4847323|398943|6130668|4127840|68|14851|506778|1013621|14854
3|20220406-fpw|xeon|2|32|16|100|rw|78966|87569|1.108945622166502|51386790455|2|2|0|11606993|4950681|411747|6244565|4208516|71|15033|517252|1034570|15035
3|20220406-fpw|xeon|2|32|512|100|rw|79776|86886|1.089124548736462|50808487742|2|2|0|11457964|4897732|434535|6125698|4192067|70|15050|520110|1040283|15053
3|20220406-fpw|xeon|2|64|1|100|rw|72359|86080|1.1896239583189374|52315419396|2|2|0|11655011|4945900|452450|6256662|4131245|67|11398|744016|1488095|11400
3|20220406-fpw|xeon|2|64|16|100|rw|71791|87569|1.219776852251675|52398174930|2|2|0|11781715|5269697|484043|6027976|4226524|70|11789|769960|1539983|11792
3|20220406-fpw|xeon|2|64|512|100|rw|71442|86886|1.216175359032502|51876923397|2|2|0|11677200|5300822|465961|5910418|4144726|69|11559|762065|1524334|11561
3|20220406-fpw|xeon|4|1|1|100|rw|88223|86080|0.975709282159981|51324977954|2|2|0|5277433|2234202|400595|2642636|1996273|68|24052|144690|289435|24054
3|20220406-fpw|xeon|4|1|16|100|rw|89353|87569|0.9800342461920697|52143261453|2|2|0|5360990|2170823|440819|2749348|2030367|69|24354|146791|293642|24356
3|20220406-fpw|xeon|4|1|512|100|rw|88640|86886|0.9802120938628159|51558025772|2|2|0|5289723|2206539|414254|2668930|2005457|70|23862|143756|287571|23864
3|20220406-fpw|xeon|4|2|1|100|rw|89174|86080|0.9653037880996703|50392813057|2|2|0|5257206|2215308|396132|2645766|1988595|68|23314|141171|282395|23316
3|20220406-fpw|xeon|4|2|16|100|rw|90028|87569|0.9726862753809926|51320324428|2|2|0|5318779|2207261|424004|2687516|2030737|69|24273|145326|290713|24275
3|20220406-fpw|xeon|4|2|512|100|rw|87195|86886|0.9964562188198864|51308041639|2|2|0|5358354|2264629|420966|2672759|2023739|72|24542|146859|293779|24544
3|20220406-fpw|xeon|4|4|1|100|rw|89060|86080|0.9665394116326073|50226735222|2|2|0|5274407|2177397|432180|2664829|1998378|68|22216|136002|272061|22218
3|20220406-fpw|xeon|4|4|16|100|rw|87653|87569|0.9990416756984929|51434031703|2|2|0|5404262|2276394|409416|2718451|2037195|71|23680|142931|285933|23683
3|20220406-fpw|xeon|4|4|512|100|rw|89362|86886|0.9722924733108033|50692522765|2|2|0|5314961|2196312|436178|2682470|2020512|69|23300|140865|281784|23302
3|20220406-fpw|xeon|4|8|1|100|rw|87279|86080|0.9862624457200472|51148927001|2|2|0|5556602|2161658|471795|2923148|1991312|69|21263|216349|432752|21265
3|20220406-fpw|xeon|4|8|16|100|rw|88547|87569|0.9889550182389014|51047838788|2|2|0|5352535|2262396|408999|2681140|2024926|69|21425|217886|435830|21427
3|20220406-fpw|xeon|4|8|512|100|rw|88624|86886|0.980389059397003|50673624070|2|2|0|5320357|2207510|417059|2695788|2020292|69|21201|216498|433052|21203
3|20220406-fpw|xeon|4|16|1|100|rw|83622|86080|1.0293941785654492|49934881258|2|2|0|5238148|2230434|374633|2633082|1992900|69|17680|322611|645281|17682
3|20220406-fpw|xeon|4|16|16|100|rw|84155|87569|1.0405679995246866|51826462339|2|2|0|5706149|2302264|458062|2945824|2028872|71|18810|343869|687797|18812
3|20220406-fpw|xeon|4|16|512|100|rw|85364|86886|1.0178295300126516|51162520558|2|2|0|5404364|2334068|415288|2655007|2021575|69|18295|337334|674723|18299
3|20220406-fpw|xeon|4|32|1|100|rw|81782|86080|1.0525543518133575|48888534235|2|2|0|5057171|2263798|352242|2441132|1991703|67|15063|512539|1025136|15066
3|20220406-fpw|xeon|4|32|16|100|rw|80868|87569|1.082863431765346|49932060993|2|2|0|5135304|2319336|367211|2448757|2032007|68|14881|511404|1022868|14883
3|20220406-fpw|xeon|4|32|512|100|rw|80256|86886|1.0826106459330143|50117745752|2|2|0|5450981|2360180|432496|2658305|2013371|68|14791|511092|1022246|14793
3|20220406-fpw|xeon|4|64|1|100|rw|71498|86080|1.2039497608324707|50230221442|2|2|0|5295655|2437064|398482|2460109|2006937|66|11055|725400|1450865|11056
3|20220406-fpw|xeon|4|64|16|100|rw|72815|87569|1.20262308590263|50144322156|2|2|0|5334681|2455485|397903|2481293|2031691|67|11461|759239|1518549|11465
3|20220406-fpw|xeon|4|64|512|100|rw|72173|86886|1.2038573981960012|49946754948|2|2|0|5221999|2452077|395993|2373930|2021578|69|11381|756642|1513349|11384
3|20220406-fpw|xeon|8|1|1|100|rw|86266|86080|0.9978438782370807|50881371800|2|2|0|2689082|1127706|279946|1281430|991330|70|23228|141636|283331|23231
3|20220406-fpw|xeon|8|1|16|100|rw|87687|87569|0.9986543045149224|51420764303|2|2|0|2749764|1122291|318999|1308474|1009931|70|23981|145055|290163|23983
3|20220406-fpw|xeon|8|1|512|100|rw|87145|86886|0.9970279419358541|51221821208|2|2|0|2707109|1054107|392263|1260739|1001958|70|23862|143785|287625|23864
3|20220406-fpw|xeon|8|2|1|100|rw|88014|86080|0.9780262231008703|50464624958|2|2|0|2654364|1057422|287747|1309195|988188|69|23886|142701|285464|23889
3|20220406-fpw|xeon|8|2|16|100|rw|87199|87569|1.0042431679262376|51405344260|2|2|0|2716878|1103046|296280|1317553|1006593|71|24206|144717|289503|24209
3|20220406-fpw|xeon|8|2|512|100|rw|88176|86886|0.9853701687534023|49198651053|2|2|0|2642180|1040557|409807|1191817|1000055|69|23709|141774|283608|23711
3|20220406-fpw|xeon|8|4|1|100|rw|87072|86080|0.9886071297317163|50255354274|2|2|0|2668267|1076838|292177|1299253|989380|70|22834|138467|276992|22836
3|20220406-fpw|xeon|8|4|16|100|rw|87660|87569|0.9989618982432125|48711041093|2|2|0|2635198|1106249|282047|1246902|1006906|72|23425|139968|279993|23428
3|20220406-fpw|xeon|8|4|512|100|rw|88106|86886|0.9861530429255669|50082352005|2|2|0|2682628|1025393|407396|1249840|998346|70|23265|140937|281934|23267
3|20220406-fpw|xeon|8|8|1|100|rw|86080|86080|1|47450976928|2|2|0|2567049|1098797|274127|1194125|990314|70|21188|212661|425379|21190
3|20220406-fpw|xeon|8|8|16|100|rw|87569|87569|1|51084705573|2|2|0|2704503|1085828|284330|1334345|1008913|70|21656|219133|438326|21658
3|20220406-fpw|xeon|8|8|512|100|rw|86886|86886|1|49902092069|2|2|0|2714536|1121477|295038|1298021|1000396|70|21429|217650|435360|21431
3|20220406-fpw|xeon|8|16|1|100|rw|84797|86080|1.01513025224949|49535621333|2|2|0|2682884|1068232|379824|1234828|988054|68|17937|328254|656555|17940
3|20220406-fpw|xeon|8|16|16|100|rw|85237|87569|1.0273590107582389|49999058607|2|2|0|2716188|1051264|419911|1245014|1007454|70|18683|341145|682322|18686
3|20220406-fpw|xeon|8|16|512|100|rw|84470|86886|1.0286018704865634|50520364972|2|2|0|2689234|1122011|285070|1282153|992231|69|17704|327029|654150|17706
3|20220406-fpw|xeon|8|32|1|100|rw|80091|86080|1.0747774406612478|47607774665|2|2|0|2573163|1086437|348904|1137823|983519|68|14699|501765|1003593|14701
3|20220406-fpw|xeon|8|32|16|100|rw|79132|87569|1.1066193196178538|50194616466|2|2|0|2753048|1123744|379215|1250087|1012504|70|14891|513861|1027784|14894
3|20220406-fpw|xeon|8|32|512|100|rw|79645|86886|1.090915939481449|49559471757|2|2|0|2705070|1104742|370954|1229375|998274|69|14716|510049|1020163|14720
3|20220406-fpw|xeon|8|64|1|100|rw|71630|86080|1.2017311182465447|49099398745|2|2|0|2756596|1119672|419244|1217679|979953|66|10918|715554|1431170|10921
3|20220406-fpw|xeon|8|64|16|100|rw|71638|87569|1.2223819760462324|51091482585|2|2|0|2870638|1263661|343898|1263080|1011713|67|11290|751091|1502250|11292
3|20220406-fpw|xeon|8|64|512|100|rw|71711|86886|1.2116132810865836|49852705061|2|2|0|2830914|1171036|402182|1257696|997892|69|11304|754158|1508376|11307
3|20220406-fpw|xeon|16|1|1|100|rw|86001|86080|1.0009185939698375|49671294177|2|2|0|1349528|522880|186195|640453|494635|71|23628|141705|283471|23631
3|20220406-fpw|xeon|16|1|16|100|rw|86064|87569|1.0174869864287042|50673021266|2|2|0|1369712|514227|202405|653081|503825|73|24960|148047|296155|24962
3|20220406-fpw|xeon|16|1|512|100|rw|86181|86886|1.0081804574094058|50121905836|2|2|0|1357589|508463|200934|648191|499596|73|24676|145791|291636|24678
3|20220406-fpw|xeon|16|2|1|100|rw|85361|86080|1.0084230503391478|48521708432|2|2|0|1360742|498334|226707|635701|493623|72|24401|143918|287893|24403
3|20220406-fpw|xeon|16|2|16|100|rw|85244|87569|1.0272746468959693|49484625568|2|2|0|1396671|519691|228238|648742|503685|73|24021|143311|286677|24023
3|20220406-fpw|xeon|16|2|512|100|rw|84754|86886|1.025155154918942|49340480628|2|2|0|1410909|525088|250003|635819|501585|74|23805|143724|287502|23806
3|20220406-fpw|xeon|16|4|1|100|rw|85679|86080|1.0046802600403832|48313366051|2|2|0|1340855|497608|210949|632299|490957|71|22812|137311|274683|22815
3|20220406-fpw|xeon|16|4|16|100|rw|87372|87569|1.002254726914801|49248493300|2|2|0|1374688|515097|202601|656989|500405|72|23875|141787|283632|23877
3|20220406-fpw|xeon|16|4|512|100|rw|86681|86886|1.0023649934818473|48039168828|2|2|0|1370850|505898|225090|639863|496870|71|23248|138979|278012|23250
3|20220406-fpw|xeon|16|8|1|100|rw|85326|86080|1.0088366969036402|48052841874|2|2|0|1346428|495276|213057|638094|490348|71|21043|212303|424667|21045
3|20220406-fpw|xeon|16|8|16|100|rw|85481|87569|1.0244264807384098|49032283488|2|2|0|1363404|506638|214312|642454|499397|73|21929|220316|440688|21931
3|20220406-fpw|xeon|16|8|512|100|rw|84416|86886|1.0292598559514783|49104229205|2|2|0|1357089|502220|218193|636675|496527|73|21128|214518|429092|21131
3|20220406-fpw|xeon|16|16|1|100|rw|82253|86080|1.0465271783399999|48708123917|2|2|0|1346691|510912|212916|622864|491117|71|18081|329799|659661|18082
3|20220406-fpw|xeon|16|16|16|100|rw|83525|87569|1.0484166417240348|49255643580|2|2|0|1377210|516209|220845|640156|501275|71|18745|342468|684996|18747
3|20220406-fpw|xeon|16|16|512|100|rw|82801|86886|1.0493351529570898|49213081995|2|2|0|1354934|512460|209210|633265|496243|71|18038|332328|664711|18040
3|20220406-fpw|xeon|16|32|1|100|rw|77987|86080|1.103773705874056|48464606414|2|2|0|1372551|521103|231443|620007|493866|71|15011|513989|1028054|15014
3|20220406-fpw|xeon|16|32|16|100|rw|78336|87569|1.1178640727124183|47781258376|2|2|0|1309298|518792|218848|571659|501691|73|15385|528987|1058038|15387
3|20220406-fpw|xeon|16|32|512|100|rw|78922|86886|1.1009097590025594|48327019526|2|2|0|1364071|532726|212735|618610|497229|70|14791|513152|1026361|14793
3|20220406-fpw|xeon|16|64|1|100|rw|70290|86080|1.2246407739365486|48995645378|2|2|0|1408371|555242|256708|596421|494298|70|11466|755677|1511415|11469
3|20220406-fpw|xeon|16|64|16|100|rw|70566|87569|1.240951733129269|49886776629|2|2|0|1432893|565119|257438|610336|503818|72|11715|779436|1558936|11717
3|20220406-fpw|xeon|16|64|512|100|rw|71155|86886|1.2210807392312557|49649358559|2|2|0|1420870|561418|247973|611481|500357|71|11494|768784|1537636|11498
3|20220406-fpw|xeon|32|1|1|100|rw|88118|86080|0.9768719217413014|44266076797|2|2|0|660702|239311|121852|299539|237534|69|23131|137184|274422|23133
3|20220406-fpw|xeon|32|1|16|100|rw|89531|87569|0.9780858026828696|44739632789|2|2|0|667035|248109|112913|306013|242839|70|23790|139735|279531|23792
3|20220406-fpw|xeon|32|1|512|100|rw|88434|86886|0.982495420313454|43904500575|2|2|0|664714|248806|110614|305294|241642|71|23756|138233|276530|23758
3|20220406-fpw|xeon|32|2|1|100|rw|89992|86080|0.9565294692861588|43138806321|2|2|0|647754|238488|112484|296782|237083|68|22679|133825|267704|22682
3|20220406-fpw|xeon|32|2|16|100|rw|89664|87569|0.9766349928622412|44234322550|2|2|0|664146|247943|110875|305326|242705|70|23939|139646|279353|23942
3|20220406-fpw|xeon|32|2|512|100|rw|89899|86886|0.9664846105073471|43525479866|2|2|0|663771|242427|120873|300470|238956|69|22619|133375|266806|22621
3|20220406-fpw|xeon|32|4|1|100|rw|86643|86080|0.9935020717195849|44039948117|2|2|0|659062|242111|116406|300546|239289|71|22378|132997|266051|22380
3|20220406-fpw|xeon|32|4|16|100|rw|90111|87569|0.9717903474603544|43622164607|2|2|0|662786|247095|108405|307286|241837|70|23232|135215|270490|23234
3|20220406-fpw|xeon|32|4|512|100|rw|88781|86886|0.9786553429224721|42770649929|2|2|0|659988|247557|110535|301896|239817|70|23279|135409|270874|23281
3|20220406-fpw|xeon|32|8|1|100|rw|87985|86080|0.9783485821446838|43175767473|2|2|0|654107|245700|111029|297379|237060|69|20917|208372|416814|20919
3|20220406-fpw|xeon|32|8|16|100|rw|86254|87569|1.01524566976604|44303006499|2|2|0|668654|250548|114653|303453|243052|72|21303|213122|426327|21306
3|20220406-fpw|xeon|32|8|512|100|rw|86630|86886|1.002955096386933|44082389940|2|2|0|672733|252442|118908|301382|241405|72|21651|215986|432034|21653
3|20220406-fpw|xeon|32|16|1|100|rw|85736|86080|1.0040123168797237|42632266879|2|2|0|635734|234848|106559|294328|237826|69|17988|325052|650164|17990
3|20220406-fpw|xeon|32|16|16|100|rw|85153|87569|1.0283724589855907|43537621585|2|2|0|651731|244490|107606|299635|243399|71|18566|336337|672731|18568
3|20220406-fpw|xeon|32|16|512|100|rw|86099|86886|1.0091406404255567|44142976056|2|2|0|662606|246869|114810|300927|241200|70|18384|335495|671045|18386
3|20220406-fpw|xeon|32|32|1|100|rw|78925|86080|1.090655685777637|44544466591|2|2|0|674035|240654|137762|295619|240480|71|14986|512730|1025520|14989
3|20220406-fpw|xeon|32|32|16|100|rw|80593|87569|1.0865583859640415|44725519792|2|2|0|676727|245134|129635|301959|243778|70|14584|503297|1006657|14586
3|20220406-fpw|xeon|32|32|512|100|rw|80245|86886|1.082759050408125|44308817979|2|2|0|666788|242411|131156|293221|241650|70|14642|506846|1013752|14645
3|20220406-fpw|xeon|32|64|1|100|rw|69798|86080|1.2332731596893893|47099254373|2|2|0|703114|248916|139862|314335|242423|72|11493|760116|1520298|11495
3|20220406-fpw|xeon|32|64|16|100|rw|70864|87569|1.2357332354933392|47257402267|2|2|0|703886|272786|133669|297431|247316|73|11690|780393|1560851|11693
3|20220406-fpw|xeon|32|64|512|100|rw|68475|86886|1.2688718510405257|47747785144|3|3|0|712473|262455|142501|307517|246751|75|11573|775673|1551412|11576
3|20220406-fpw|xeon|1|1|1|1000|ro|437968|443191|1.0119255288057576|238|1|1|0|1136338|3|1466|1134867|232201987|80|170|1643|3424|172
3|20220406-fpw|xeon|1|1|16|1000|ro|447385|452381|1.0111671155715993|159|1|1|0|1139465|3|1488|1137974|237133833|80|23|614|1427|25
3|20220406-fpw|xeon|1|1|512|1000|ro|447939|446831|0.997526448913803|210|1|1|0|1137780|3|1558|1136219|234179292|79|30|536|1209|32
3|20220406-fpw|xeon|1|2|1|1000|ro|432839|443191|1.0239165139925006|475|1|1|0|1169274|3|1571|1167699|232215063|82|20|577|1291|23
3|20220406-fpw|xeon|1|2|16|1000|ro|450807|452381|1.003491516325168|141|1|1|0|1137058|3|1156|1135898|236173817|79|37|647|1439|39
3|20220406-fpw|xeon|1|2|512|1000|ro|443633|446831|1.00720866121321|561|1|1|0|1133714|3|1497|1132214|234872500|80|11|778|1691|13
3|20220406-fpw|xeon|1|4|1|1000|ro|445865|443191|0.9940026689693069|1236|1|1|0|1134395|3|1474|1132918|231945597|79|32|652|1439|34
3|20220406-fpw|xeon|1|4|16|1000|ro|446189|452381|1.013877527236216|698|1|1|0|1150772|3|1555|1149214|236619680|80|12|787|1710|14
3|20220406-fpw|xeon|1|4|512|1000|ro|444604|446831|1.0050089517863088|954|1|1|0|1146413|3|772|1145637|234670165|79|8|401|938|9
3|20220406-fpw|xeon|1|8|1|1000|ro|445892|443191|0.9939424793447741|639|1|1|0|1128834|3|859|1127973|231847389|79|230|1654|3442|231
3|20220406-fpw|xeon|1|8|16|1000|ro|450371|452381|1.004462987181679|418|1|1|0|1133374|3|479|1132892|236351069|79|11|797|1738|13
3|20220406-fpw|xeon|1|8|512|1000|ro|446422|446831|1.0009161734860736|1636|1|1|0|1141533|3|1359|1140171|234175883|80|10|668|1476|12
3|20220406-fpw|xeon|1|16|1|1000|ro|440097|443191|1.0070302683272097|5132|1|1|0|1126471|3|765|1125703|231823854|80|111|841|1816|113
3|20220406-fpw|xeon|1|16|16|1000|ro|437577|452381|1.0338317598959725|265|1|1|0|1180408|3|820|1179584|236407201|83|9|469|1077|10
3|20220406-fpw|xeon|1|16|512|1000|ro|443353|446831|1.0078447647811113|4431|1|1|0|1157622|3|782|1156835|233996404|80|138|1583|3303|140
3|20220406-fpw|xeon|1|32|1|1000|ro|440302|443191|1.006561405580715|2372|1|1|0|1149643|3|1601|1148039|232232633|80|22|891|1915|23
3|20220406-fpw|xeon|1|32|16|1000|ro|451849|452381|1.0011773844802134|2248|1|1|0|1134079|3|827|1133248|237348626|79|8|394|1012|10
3|20220406-fpw|xeon|1|32|512|1000|ro|441856|446831|1.011259324304751|10169|1|1|0|1154525|3|843|1153679|233923140|80|10|726|1589|12
3|20220406-fpw|xeon|1|64|1|1000|ro|433174|443191|1.0231246566045054|10529|1|1|0|1159020|3|1288|1157728|232706670|82|61|892|1928|63
3|20220406-fpw|xeon|1|64|16|1000|ro|444341|452381|1.0180942114277098|3440|1|1|0|1154685|3|1166|1153516|236667358|80|11|769|1678|13
