run|machine|data_block|wal_block|wal_segment|scale|mode|runs|tps|base_tps|wal_bytes|cpu_total_time|cpu_user_time|cpu_nice_time|cpu_system_time|cpu_iowait_time|cpu_steal_time|cpu_idle_time|dev_tps|dev_kbps|dev_rkbps|dev_wkbps|dev_dkbps|dev_areqsz|dev_aqusz|dev_await|dev_util|io_tps|io_bps|io_rtps|io_wtps|io_dtps|io_breadps|io_bwrtpns|io_bdscdps|mem_kbmemfree|mem_kbavail|mem_kbmemused|mem_memused_pct|mem_kbbuffers|mem_kbcached|mem_kbcommit|mem_commit_pct|mem_kbactive|mem_kbinact|mem_kbdirty|wal_diff|seconds|checkpoints_all|checkpoints_timed|checkpoints_req|checkpoint_write_time|checkpoint_sync_time|buffers_all|buffers_checkpoint|buffers_clean|maxwritten_clean|buffers_backend|buffers_backend_fsync|buffers_alloc|xact_commit|xact_rollback|blks_read|blks_hit|blks_hit_ratio|tup_returned|tup_fetched|tup_inserted|tup_updated|tup_deleted|conflicts|temp_files|temp_bytes|deadlocks|checksum_failures|checksum_last_failure|blk_read_time|blk_write_time|session_time|active_time|idle_in_transaction_time|sessions|sessions_abandoned|sessions_fatal|sessions_killed|cpu_count|dev_count|io_count|mem_count|bgw_count|db_count
20220130-no-fpw|xeon|8|32|16|7500|rw|3|55013|58551|27097940771|56|34|0|22|5|0|38|119273|1277080|499232|777848|0|11|349|3|99|119276|2554228|55646|63630|0|998485|1555743|0|457590|55670309|942853|1|5499|62465467|8816863|13|33418831|29138806|871899|27092025949|1800|2|2|0|1349244|1170|103239996|7607|888267|8883|102344123|0|167257925|96508720|0|170208165|1131674016|86.9171885561404939|206679235|193490848|96484061|96483968|141|0|0|0|0|||0|0|57612699|40710524|10172487|3538|0|0|0|360|360|360|360|1753|1753
20220130-no-fpw|xeon|8|64|16|7500|rw|3|50484|58551|24837453800|51|31|0|20|6|0|43|108991|1339875|464486|875390|0|12|383|3|100|108993|2679822|51840|57153|0|928996|1750827|0|614161|55657275|947145|1|5508|62386532|8813039|13|32348657|30129330|887910|24833267464|1800|2|2|0|1349316|1488|95948642|8289|890304|8903|95050048|0|155598409|89772782|0|158439323|1054739895|86.9220612448578218|187757677|179945407|89760439|89760349|136|0|0|0|0|||0|0|57620460|42833311|8691282|3543|0|0|0|360|360|360|360|1755|1755
20220130-no-fpw|xeon|16|1|16|7500|rw|3|44297|58551|22194042923|51|30|0|21|7|0|42|101403|1564080|793383|770697|0|15|582|6|100|101405|3128256|47601|53805|0|1586819|1541437|0|407715|55778166|929347|1|4831|62655462|8712904|13|31713013|31024605|885058|22189229192|1800|2|2|0|1349121|1164|80693470|2433|886356|8863|79804681|0|134792325|78334346|0|136770428|913136794|86.9698181469508004|161262217|157008911|78326493|78326490|52|0|0|0|0|||0|0|57615533|42687139|8893857|3541|0|0|0|360|360|360|360|1754|1754
20220130-no-fpw|xeon|16|2|16|7500|rw|3|44772|58551|22061924605|50|29|0|21|8|0|42|102086|1577928|799633|778295|0|15|600|6|100|102088|3155944|47808|54280|0|1599309|1556635|0|417346|55780712|920527|1|4894|62657003|8713296|13|32138517|30600421|899373|22057406435|1800|2|2|0|1348961|1189|81702392|2612|886400|8864|80813381|0|136371622|79250063|0|137907943|923642973|87.0061026644723770|163130484|158839693|79242256|79242251|52|0|0|0|0|||0|0|57609662|42859663|8868070|3540|0|0|0|361|361|361|361|1754|1754
20220130-no-fpw|xeon|16|4|16|7500|rw|3|46114|58551|22651752309|50|30|0|21|9|0|41|103863|1628745|821292|807453|0|16|656|6|100|103866|3257590|47088|56779|0|1642637|1614953|0|825830|55769382|919095|1|4379|62284785|8714955|13|32551287|29815070|907113|22646660808|1800|2|2|0|1349086|1408|84405232|2514|887000|8870|83515718|0|140692775|81754892|0|142716618|953221473|86.9750574607554079|169052420|163859923|81745373|81745368|57|0|0|0|0|||0|0|57613413|42647561|9026146|3541|0|0|0|360|360|360|360|1754|1754
20220130-no-fpw|xeon|16|8|16|7500|rw|3|45732|58551|22382550760|50|30|0|20|9|0|41|101903|1651640|812653|838987|0|16|653|6|100|101906|3303372|46522|55384|0|1625354|1678018|0|715857|55769567|928131|1|4361|62415926|8715022|13|31892637|30605619|917638|22377141144|1800|2|2|0|1349596|1457|83643721|2340|887019|8870|82754363|0|139503642|81069355|0|141506113|945189647|86.9756380869342878|166893512|162478440|81061550|81061546|54|0|0|0|0|||0|0|57614592|42842970|8836431|3541|0|0|0|360|360|360|360|1754|1754
20220130-no-fpw|xeon|16|16|16|7500|rw|3|44645|58551|20753287925|48|28|0|20|9|0|43|93941|1589967|749693|840274|0|17|635|7|97|93944|3180027|43486|50458|0|1499433|1680594|0|439224|55777692|925238|1|4778|62513559|8710826|13|32411785|30184177|843127|20746027693|1799|2|2|0|1349352|1291|77523153|2428|868867|8689|76651858|0|129781459|75427657|0|131779300|879196571|86.9800959946243181|155233730|151193652|75419922|75419919|58|0|0|0|0|||0|0|57608153|44083290|8077172|3518|0|0|0|360|360|360|360|1743|1743
20220130-no-fpw|xeon|16|32|16|7500|rw|3|43158|58551|20726131053|47|28|0|19|9|0|44|93237|1708433|764814|943620|0|18|631|7|100|93239|3416963|43632|49607|0|1529680|1887283|0|462956|55777291|918612|1|4485|62639485|8711549|13|33164995|29554311|891279|20721917163|1800|2|2|0|1349322|1398|78748680|2715|887188|8872|77858777|0|131920210|76680584|0|133814542|893622101|86.9715540351453495|157905232|153702271|76672508|76672503|56|0|0|0|0|||0|0|57620181|44388410|7833478|3542|0|0|0|360|360|360|360|1755|1755
20220130-no-fpw|xeon|16|64|16|7500|rw|3|40139|58551|18954105643|42|24|0|17|8|0|50|82568|1647528|686174|961353|0|20|575|7|98|82574|3295215|39451|43123|0|1372456|1922758|0|500428|55794605|908365|1|4904|62494624|8703863|13|33462381|29110850|814637|18945460240|1799|2|2|0|1349220|1573|70582056|2656|873552|8735|69705847|0|118839041|69077429|0|120718257|804494874|86.9621948694649514|141862912|138490052|69070151|69070147|58|0|0|0|0|||0|0|57604334|46348156|6487359|3523|0|0|0|361|361|361|361|1745|1745
20220130-no-fpw|xeon|32|1|16|7500|rw|3|29258|58551|14344881939|35|19|0|16|13|0|52|64121|1953392|978024|975369|0|30|751|12|100|64124|3906876|30166|33958|0|1956097|1950779|0|649868|55823176|903824|1|3740|62558495|8653124|13|31091799|31545993|876789|14342664648|1800|2|2|0|1349394|1493|53400784|932|881420|8814|52518432|0|88674391|51653413|0|89620362|501187301|84.8265725021161309|107191106|103642748|51646113|51646169|0|0|0|0|0|||0|0|57617986|48662351|5156019|3543|0|0|0|360|360|360|360|1755|1755
20220130-no-fpw|xeon|32|2|16|7500|rw|3|29132|58551|14153869275|35|19|0|16|13|0|52|63526|1942755|969755|973000|0|31|754|12|100|63529|3885600|29565|33965|0|1939558|1946042|0|410809|55821747|917971|1|3670|62752272|8661416|13|30447643|32386254|885926|14150761723|1800|2|2|0|1349352|1381|53290953|884|881633|8816|52408436|0|88531992|51578012|0|89479676|500469846|84.8276005499983661|107037109|103492217|51570708|51570764|1|0|0|0|0|||0|0|57618636|48568893|5201918|3544|0|0|0|361|361|361|361|1755|1755
20220130-no-fpw|xeon|32|4|16|7500|rw|3|30202|58551|14588709128|36|20|0|17|13|0|50|65214|2016213|1003010|1013203|0|31|803|12|100|65217|4032522|29185|36032|0|2006072|2026450|0|407028|55828777|915988|1|3715|62760149|8662085|13|31563673|31278460|885436|14584796512|1800|2|2|0|1349322|1605|55263746|923|880583|8806|54382239|0|91906569|53529329|0|92887291|518838242|84.8103365801656220|110991618|107394666|53522028|53522084|0|0|0|0|0|||0|0|57611227|48229940|5456854|3543|0|0|0|360|360|360|360|1755|1755
20220130-no-fpw|xeon|32|8|16|7500|rw|3|29978|58551|14145709851|35|19|0|16|13|0|52|63140|1982065|976744|1005320|0|31|790|13|100|63142|3964222|28527|34616|0|1953540|2010682|0|598278|55811449|903416|1|3714|62602151|8661746|13|31366926|31315936|891206|14142093821|1800|2|2|0|1349449|1376|53736620|899|880480|8805|52855241|0|89294446|52013679|0|90221522|504600113|84.8391634733880436|107923706|104363473|52006380|52006437|1|0|0|0|0|||0|0|57614754|48568123|5235815|3543|0|0|0|360|360|360|360|1755|1755
20220130-no-fpw|xeon|32|16|16|7500|rw|3|29600|58551|14219917227|35|19|0|16|13|0|52|62929|2030304|980848|1049456|0|32|771|12|100|62932|4060698|28485|34447|0|1961747|2098951|0|406914|55836324|907941|1|3657|62779119|8662287|13|31667039|31192982|873227|14217523685|1800|2|2|0|1349052|1405|54078709|1100|880635|8806|53196975|0|89918548|52378692|0|90866863|508022154|84.8232581702513130|108661108|105093407|52371389|52371445|0|0|0|0|0|||0|0|57613974|48727866|5151350|3544|0|0|0|360|360|360|360|1756|1756
20220130-no-fpw|xeon|32|32|16|7500|rw|3|28473|58551|13330854611|33|18|0|15|13|0|54|58385|1955626|920643|1034983|0|34|753|13|100|58388|3911349|26867|31521|0|1841341|2070008|0|673008|55823429|911099|1|3736|62514117|8662383|13|31186111|31408747|887459|13330047629|1800|2|2|0|1349315|1557|50684134|1006|880781|8808|49802347|0|84243002|49079076|0|85007056|476619934|84.8548809596031958|101913276|98493879|49071773|49071826|0|0|0|0|0|||0|0|57619776|49565858|4614623|3544|0|0|0|360|360|360|360|1756|1756
20220130-no-fpw|xeon|32|64|16|7500|rw|3|27818|58551|13375435312|33|18|0|15|11|0|56|57755|2050982|919466|1131516|0|36|679|12|100|57759|4102057|26700|31059|0|1838981|2263076|0|430279|55832992|905800|1|3746|62751485|8661296|13|31576037|31256824|891843|13374704909|1800|2|2|0|1349671|1602|50870234|985|882071|8821|49987178|0|84557788|49263988|0|85331876|478386615|84.8567242427768355|102287978|98863689|49256687|49256740|0|0|0|0|0|||0|0|57619278|49641011|4506719|3544|0|0|0|361|361|361|361|1756|1756
20220406-fpw|xeon|1|1|1|100|ro|3|512775|535613|379|82|64|0|18|0|0|18|8|402|0|402|0|19|0|0|0|9|1033|0|9|0|1|1032|0|57336106|61680847|502097|1|684167|6644355|10056946|15|3459010|3952276|2525|379|899|1|1|0|269772|0|953310|5238|0|0|948072|0|80232|457025123|0|80196|2742618891|99.9970997378139188|457285841|457245455|0|0|0|0|0|0|0|||0|0|28786973|8192498|0|1786|0|0|0|180|180|180|180|876|876
20220406-fpw|xeon|1|1|16|100|ro|3|523348|552309|235|82|64|0|18|0|0|19|7|471|0|471|0|19|0|0|0|9|1093|0|9|0|3|1090|0|58017645|61728577|490164|1|82441|6675737|10072060|15|2879059|3958881|3132|235|900|1|1|0|269786|0|953318|5246|0|0|948072|0|80232|466029624|0|80196|2796646275|99.9971189456058220|466290499|466250112|0|0|0|0|0|0|0|||0|0|28808245|8243345|0|1786|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|1|1|512|100|ro|3|524071|540714|104|81|63|0|18|0|0|19|6|385|0|385|0|19|0|0|0|8|1054|0|8|0|1|1053|0|57626891|61463526|507922|1|34324|7021024|10319714|16|2830518|4310113|4453|104|899|1|1|0|269986|0|953310|5238|0|0|948072|0|80228|470035753|0|80196|2820682673|99.9971543207849908|470296471|470256085|0|0|0|0|0|0|0|||0|0|28786906|8176575|0|1786|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|1|2|1|100|ro|3|504052|535613|203|82|65|0|17|0|0|18|8|406|0|406|0|19|0|0|0|9|1058|0|9|0|5|1054|0|57160829|61617911|506850|1|791279|6632666|10057815|15|3589456|3917780|3079|203|900|1|1|0|269886|0|953318|5246|0|0|948072|0|80232|449849535|0|80196|2699565556|99.9970084814322998|450110332|450069945|0|0|0|0|0|0|0|||0|0|28803914|8464732|0|1786|0|0|0|180|180|180|180|876|876
20220406-fpw|xeon|1|2|16|100|ro|3|526432|552309|573|82|64|0|18|0|0|19|7|470|0|470|0|19|0|0|0|9|1092|0|9|0|0|1092|0|58032047|61713278|492980|1|78567|6662701|10071793|15|2874390|3946563|3095|573|900|1|1|0|269777|0|953316|5243|0|0|948072|0|80233|472421575|0|80196|2834997788|99.9971734794397266|472682370|472641984|0|0|0|0|0|0|0|||0|0|28803614|8232874|0|1786|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|1|2|512|100|ro|3|521243|540714|115|82|64|0|18|0|0|18|6|393|0|393|0|19|0|0|0|8|936|0|8|0|10|926|0|57338261|61198758|509993|1|36443|7296767|10583001|16|2840872|4578281|3232|115|900|1|1|0|269742|0|953317|5244|0|0|948072|0|80230|466611887|0|80196|2800139664|99.9971500120386638|466872683|466832296|0|0|0|0|0|0|0|||0|0|28803575|8228016|0|1786|0|0|0|180|179|180|180|876|876
20220406-fpw|xeon|1|4|1|100|ro|3|519139|535613|1051|82|64|0|18|0|0|18|8|488|0|488|0|19|0|0|0|10|1128|0|10|0|1|1127|0|56878584|61725048|500823|1|864415|6624988|10056818|15|3234985|4336123|3166|1051|900|1|1|0|269819|0|953319|5246|0|0|948072|0|80232|464082239|0|80196|2784961799|99.9971203495934589|464343043|464302656|0|0|0|0|0|0|0|||0|0|28812882|8059746|0|1786|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|1|4|16|100|ro|3|519511|552309|824|82|64|0|18|0|0|18|6|351|0|351|0|19|0|0|0|8|855|0|8|0|1|855|0|58160552|61732089|492976|1|99660|6650031|10072181|15|2875029|3953791|2363|824|900|1|1|0|269887|0|953317|5245|0|0|948072|0|80232|465657117|0|80196|2794411030|99.9971405119583229|465917907|465877521|0|0|0|0|0|0|0|||0|0|28803620|8193545|0|1786|0|0|0|180|180|180|180|876|876
20220406-fpw|xeon|1|4|512|100|ro|3|523167|540714|320|81|64|0|18|0|0|19|6|386|0|386|0|19|0|0|0|8|924|0|8|0|1|923|0|57291845|61204379|503131|1|39815|7293763|10581120|16|2837904|4580049|3142|320|900|1|1|0|269758|0|953317|5244|0|0|948072|0|80231|469516220|0|80196|2817565677|99.9971604923541002|469777022|469736635|0|0|0|0|0|0|0|||0|0|28803473|8122635|0|1786|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|1|8|1|100|ro|3|523229|535613|2677|82|64|0|18|0|0|18|8|487|0|487|0|19|0|0|0|10|1220|0|10|0|1|1219|0|57389755|61674792|502755|1|629484|6615824|10058966|15|3427415|3900904|3121|2677|900|1|1|0|269958|0|953318|5246|0|0|948072|0|80231|468849175|0|80196|2813563403|99.9971484937833726|469109976|469069589|0|0|0|0|0|0|0|||0|0|28803662|8128190|0|1786|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|1|8|16|100|ro|3|526332|552309|1131|81|64|0|18|0|0|18|7|462|0|462|0|19|0|0|0|9|1077|0|9|0|1|1076|0|58226385|61729167|498076|1|107934|6646911|10073418|15|2909095|3925044|3237|1131|899|1|1|0|269852|0|953317|5244|0|0|948072|0|80231|470227965|0|80196|2821835937|99.9971509875044655|470488679|470448293|0|0|0|0|0|0|0|||0|0|28793053|8117608|0|1785|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|1|8|512|100|ro|3|521849|540714|627|81|64|0|18|0|0|19|6|385|0|385|0|19|0|0|0|8|924|0|8|0|1|923|0|57318870|61201208|508249|1|35034|7281254|10580646|16|2831439|4568907|3227|627|900|1|1|0|269899|0|953317|5244|0|0|948072|0|80231|465916532|0|80196|2795967549|99.9971522977109407|466177334|466136947|0|0|0|0|0|0|0|||0|0|28803483|8159371|0|1786|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|1|16|1|100|ro|3|513947|535613|1205|82|64|0|18|0|0|18|8|485|0|485|0|19|0|0|0|10|1273|0|10|0|10|1263|0|57502237|61508189|494775|1|528630|6610949|10056795|15|3327099|3894424|3793|23359328|900|1|1|0|269838|0|953316|5244|0|0|948072|0|80208|459809978|0|550830|2759334703|99.9801119317583649|463405050|460030687|6|0|0|0|0|67725995|0|||0|0|28799847|8306215|0|1789|0|0|0|181|181|181|181|877|877
20220406-fpw|xeon|1|16|16|100|ro|3|509874|552309|5131|82|64|0|18|0|0|18|4|193|0|193|0|19|0|0|0|7|533|0|7|0|0|533|0|58174643|61543739|494371|1|78498|6641085|10072147|15|2877278|3921436|258|5131|900|1|1|0|269918|0|953316|5244|0|0|948072|0|80207|456248017|0|80174|2737956660|99.9970856882062460|456508892|456468505|0|0|0|0|0|0|0|||0|0|28797437|8214468|0|1786|0|0|0|180|180|180|180|876|876
20220406-fpw|xeon|1|16|512|100|ro|3|521496|540714|4677|82|64|0|18|0|0|18|6|386|0|386|0|19|0|0|0|8|920|0|8|0|1|919|0|57278366|61205586|503561|1|42089|7284678|10580434|16|2844034|4567130|3176|49511664|900|1|1|0|269828|0|953314|5241|0|0|948072|0|80207|466101513|0|550830|2797084098|99.9803565920269717|469696663|466322299|6|0|0|0|0|67725995|0|||0|0|28799412|8253658|0|1789|0|0|0|180|179|180|180|877|877
20220406-fpw|xeon|1|32|1|100|ro|3|518377|535613|3984|82|64|0|18|0|0|18|8|488|0|488|0|19|0|0|0|10|1237|0|10|0|7|1229|0|56960232|61686711|501978|1|883380|6618338|10056978|15|3234387|4349262|3133|3984|900|1|1|0|269874|0|953318|5246|0|0|948072|0|80228|462277551|0|80196|2774133663|99.9971329419291469|462538353|462497966|0|0|0|0|0|0|0|||0|0|28803695|8256626|0|1786|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|1|32|16|100|ro|3|529115|552309|7872|81|64|0|18|0|0|18|7|445|0|445|0|19|0|0|0|9|1038|0|9|0|0|1037|0|58139064|61731765|495035|1|98182|6644680|10075083|15|2873043|3951462|3281|7872|900|1|1|0|269876|0|953317|5244|0|0|948072|0|80234|472984441|0|80196|2838374972|99.9971924118847157|473245231|473204845|0|0|0|0|0|0|0|||0|0|28803608|8221113|0|1786|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|1|32|512|100|ro|3|516276|540714|7419|82|64|0|18|0|0|18|6|385|0|385|0|19|0|0|0|8|920|0|8|0|1|920|0|57309424|61202781|507482|1|36063|7287055|10580252|16|2833641|4574193|3123|7419|900|1|1|0|269793|0|953315|5243|0|0|948072|0|80230|462038831|0|80196|2772701538|99.9970919797687886|462299715|462259327|0|0|0|0|0|0|0|||0|0|28804793|8359614|0|1787|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|1|64|1|100|ro|3|503225|535613|109|82|65|0|17|0|0|18|8|488|0|488|0|19|0|0|0|10|1120|0|10|0|1|1119|0|56983530|61614408|495412|1|862414|6612879|10056814|15|3521422|4037774|3128|109|900|1|1|0|269868|0|953316|5244|0|0|948072|0|80232|448334199|0|80196|2690473549|99.9970473100826532|448595000|448554613|0|0|0|0|0|0|0|||0|0|28803718|8360193|0|1786|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|1|64|16|100|ro|3|522060|552309|13864|81|64|0|17|0|0|18|7|471|0|471|0|19|0|0|0|9|1181|0|9|0|1|1180|0|57964331|61723392|501007|1|111652|6645716|10071878|15|2906879|3931586|3790|13864|900|1|1|0|269719|0|953317|5245|0|0|948072|0|80231|465912351|0|80196|2795942448|99.9971485687469691|466173147|466132761|0|0|0|0|0|0|0|||0|0|28803615|8256187|0|1786|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|1|64|512|100|ro|3|507742|540714|14523|81|64|0|17|0|0|18|6|383|0|383|0|19|0|0|0|9|952|0|9|0|1|952|0|57357010|61201233|508806|1|37112|7285862|10579931|16|2832553|4576632|3790|14523|900|1|1|0|269718|0|953317|5244|0|0|948072|0|80233|455130253|0|80196|2731249871|99.9970708798031756|455391054|455350667|0|0|0|0|0|0|0|||0|0|28803587|8406991|0|1786|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|2|1|1|100|ro|3|522186|535613|293|82|64|0|18|0|0|19|7|350|0|350|0|19|0|0|0|9|994|0|9|0|3|991|0|58158620|62443239|476457|1|730725|5675092|9320340|14|3436137|3053157|2432|293|900|1|1|0|269832|0|444588|2602|0|0|441986|0|38238|467774944|0|38213|2339307949|99.9983675856582844|468025135|467985342|0|0|0|0|0|0|0|||0|0|28787394|8039250|0|1786|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|2|1|16|100|ro|3|538082|552309|331|81|63|0|18|0|0|18|6|417|0|417|0|19|0|0|0|8|990|0|8|0|4|986|0|59004636|62512177|474022|1|85447|5696609|9334359|14|2792127|3069686|2447|331|900|1|1|0|269736|0|444588|2601|0|0|441986|0|38238|477950275|0|38213|2390184779|99.9984205483901649|478200545|478160752|0|0|0|0|0|0|0|||0|0|28797162|8056543|0|1787|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|2|1|512|100|ro|3|529810|540714|237|82|64|0|18|0|0|18|6|336|0|336|0|18|0|0|0|8|846|0|8|0|0|845|0|58638108|62386284|481102|1|40861|6028389|9450104|14|2750565|3404029|2859|237|900|1|1|0|270017|0|444588|2601|0|0|441986|0|38238|474501971|0|38213|2372943881|99.9983958692790156|474752508|474712711|0|0|0|0|0|0|0|||0|0|28807168|8023905|0|1789|0|0|0|181|181|181|181|877|877
20220406-fpw|xeon|2|2|1|100|ro|3|529547|535613|488|81|63|0|18|0|0|19|8|431|0|431|0|19|0|0|0|9|1017|0|9|0|0|1016|0|58022978|62505163|478463|1|812359|5654454|9318805|14|3517739|3032634|2886|488|900|1|1|0|269939|0|444589|2602|0|0|441986|0|38240|472928672|0|38213|2365076763|99.9983959673737150|473178942|473139148|0|0|0|0|0|0|0|||0|0|28808138|8032638|0|1787|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|2|2|16|100|ro|3|533888|552309|693|82|64|0|18|0|0|18|6|415|0|415|0|19|0|0|0|8|984|0|8|0|1|983|0|58933512|62502717|481626|1|122337|5676239|9334314|14|2778812|3100570|2452|693|900|1|1|0|269818|0|444587|2601|0|0|441986|0|38239|477782706|0|38213|2389346933|99.9983928189809550|478032976|477993182|0|0|0|0|0|0|0|||0|0|28797269|8086920|0|1787|0|0|0|361|361|361|361|876|876
20220406-fpw|xeon|2|2|512|100|ro|3|521270|540714|264|82|64|0|18|0|0|18|6|335|0|335|0|18|0|0|0|8|826|0|8|0|1|825|0|58514751|62250949|484714|1|35718|6151744|9581460|15|2738938|3535064|2344|264|900|1|1|0|269727|0|444591|2605|0|0|441986|0|38237|466393317|0|38213|2332400611|99.9983536507590201|466643854|466604057|0|0|0|0|0|0|0|||0|0|28807169|8067252|0|1789|0|0|0|180|180|180|180|877|877
20220406-fpw|xeon|2|4|1|100|ro|3|522617|535613|1355|82|64|0|18|0|0|18|7|354|0|354|0|19|0|0|0|9|996|0|9|0|1|995|0|58236719|62426939|476384|1|726204|5642491|9319219|14|3351637|3099675|2387|1355|900|1|1|0|269769|0|444589|2603|0|0|441986|0|38239|469222741|0|38213|2346546934|99.9983728862816037|469472932|469433139|0|0|0|0|0|0|0|||0|0|28790797|8024083|0|1786|0|0|0|180|180|180|180|876|876
20220406-fpw|xeon|2|4|16|100|ro|3|513262|552309|277|81|64|0|18|0|0|18|6|373|0|373|0|19|0|0|0|8|896|0|8|0|1|895|0|58994423|62510853|475183|1|78563|5671100|9337416|14|2782213|3049582|2419|277|899|1|1|0|270001|0|444588|2601|0|0|441986|0|38238|459896358|0|38213|2299915003|99.9983441806450991|460146540|460106748|0|0|0|0|0|0|0|||0|0|28787234|8044656|0|1786|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|2|4|512|100|ro|3|527784|540714|1213|82|64|0|18|0|0|19|6|333|0|333|0|19|0|0|0|8|853|0|8|0|1|852|0|58248635|61993212|481173|1|35275|6412616|9843019|15|2742487|3790336|3117|1213|900|1|1|0|269826|0|444591|2605|0|0|441986|0|38236|471343474|0|38213|2357152014|99.9983688724569994|471594277|471554477|0|0|0|0|0|0|0|||0|0|28817069|8072564|0|1792|0|0|0|181|181|181|181|877|877
20220406-fpw|xeon|2|8|1|100|ro|3|519866|535613|1491|81|64|0|18|0|0|19|8|430|0|430|0|19|0|0|0|10|1159|0|10|0|1|1158|0|58241095|62512528|475712|1|710497|5644777|9318993|14|3176100|3262405|2726|1491|900|1|1|0|269867|0|444588|2602|0|0|441986|0|38237|465916707|0|38213|2330016941|99.9983634703793342|466166978|466127184|0|0|0|0|0|0|0|||0|0|28797263|8140841|0|1787|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|2|8|16|100|ro|3|524368|552309|1075|81|64|0|18|0|0|19|6|415|0|415|0|19|0|0|0|8|1001|0|8|0|1|1000|0|59000873|62508040|478244|1|77682|5678215|9334272|14|2781496|3054886|3005|1075|899|1|1|0|269966|0|444589|2602|0|0|441986|0|38240|468592491|0|38213|2343395665|99.9983744223405322|468842672|468802880|0|0|0|0|0|0|0|||0|0|28787378|8165221|0|1786|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|2|8|512|100|ro|3|531932|540714|955|82|64|0|18|0|0|18|6|335|0|335|0|18|0|0|0|8|824|0|8|0|0|824|0|58240350|61989887|483350|1|40274|6416228|9842861|15|2744824|3797704|2901|955|900|1|1|0|269950|0|444587|2601|0|0|441986|0|38237|477184557|0|38213|2386356811|99.9984026426329814|477435094|477395297|0|0|0|0|0|0|0|||0|0|28807031|8057575|0|1789|0|0|0|181|181|181|181|876|877
20220406-fpw|xeon|2|16|1|100|ro|3|525085|535613|3165|82|64|0|18|0|0|18|7|396|0|396|0|19|0|0|0|10|948|0|9|0|1|947|0|58391831|62497885|478276|1|554065|5638396|9319196|14|3261337|3014266|2355|6485768|900|1|1|0|269832|0|444587|2601|0|0|441986|0|38220|470040635|0|257657|2350639875|99.9890895944614476|473625087|470251322|6|0|0|0|0|67196928|0|||0|0|28799044|8176283|0|1789|0|0|0|180|180|180|180|877|877
20220406-fpw|xeon|2|16|16|100|ro|3|528383|552309|2139|81|63|0|18|0|0|19|6|414|0|414|0|18|0|0|0|9|995|0|9|0|1|995|0|58941013|62506255|480452|1|69556|5670884|9334036|14|2774570|3045990|2904|39170821|900|1|1|0|269886|0|444588|2602|0|0|441986|0|38219|473522256|0|257657|2368050441|99.9891576687076316|477107597|473733775|6|0|0|0|0|67196928|0|||0|0|28809015|8024940|0|1792|0|0|0|181|181|181|181|877|877
20220406-fpw|xeon|2|16|512|100|ro|3|511577|540714|1717|81|64|0|17|0|0|18|5|237|0|237|0|18|0|0|0|7|625|0|7|0|1|624|0|58236675|61982356|492701|1|42751|6411039|9842823|15|2748259|3791267|975|13087072|900|1|1|0|269994|0|444590|2604|0|0|441986|0|38222|458282972|0|257657|2291851906|99.9888081126642181|461867582|458493816|6|0|0|0|0|67196928|0|||0|0|28804615|8202850|0|1790|0|0|0|180|180|180|180|877|877
20220406-fpw|xeon|2|32|1|100|ro|3|528302|535613|4269|81|64|0|18|0|0|19|8|430|0|430|0|19|0|0|0|9|1013|0|9|0|1|1013|0|57921725|62489096|482616|1|873895|5637702|9319033|14|3372112|3222934|2439|4269|900|1|1|0|269817|0|444589|2602|0|0|441986|0|38240|473859444|0|38213|2369730626|99.9983922205589418|474109715|474069921|0|0|0|0|0|0|0|||0|0|28808154|8098470|0|1787|0|0|0|181|181|181|181|876|876
20220406-fpw|xeon|2|32|16|100|ro|3|522922|552309|8704|81|64|0|18|0|0|19|6|408|0|408|0|19|0|0|0|8|969|0|8|0|1|968|0|58961677|62502360|481674|1|118265|5655655|9334280|14|2772695|3082094|2445|8704|900|1|1|0|269916|0|444588|2601|0|0|441986|0|38237|468333776|0|38213|2342102283|99.9983747446035082|468584046|468544252|0|0|0|0|0|0|0|||0|0|28797211|8018479|0|1787|0|0|0|181|181|181|181|876|876
